2300456,5991,2x1,3,20,NBK-,7168,kennyS,7167,Happy,7429,kioShiMa,4959,apEX,7322,Hyper,7368,GruBy,8570,repo,8320,rallen,5388,Furlan,8327,,2
2300513,5929,1x0,-1,-1,DESPE,7980,ONLY,7137,TuGuX,7321,XANTARES,7938,ngiN,9857,MINISE,2826,MICHU,7356,mouz,8323,innocent,3669,SZPERO,973,,0
2300490,4869,2x0,-1,-1,suNny,5479,xartE,7537,allu,695,juho,7775,stonde,7238,CyberFocus,8255,electroNic,8918,fix,8612,spaz,1868,spiker,7797,695,0
2300489,6137,2x1,17,-1,AcilioN,8151,Friis,7,Pimp,7154,Magisk,9032,MODDII,545,XpG,8647,BouLy,8158,PetitSkel,8648,Dewid,8032,YOUYOU,9644,9032,1
2300511,6471,2x0,-1,-1,Dimaoneshot,8125,DavCost,8124,tonyblack,1950,S0tF1k,9081,arch,8410,zyh,7970,VigzZ,8832,b0RUP,9896,Lass3,7681,MENIX,6353,8124,0
2300494,4494,2x0,10,11,chrisJ,2730,nex,7256,NiKo,3741,Spiidi,7499,denis,7511,Ex6TenZ,7166,shox,1225,SmithZz,7170,ScreaM,7390,RpK,7169,,2
2300491,6669,2x0,-1,-1,It's my,8293,balblna,8294,uNdo,7943,FANAT ROCKA,9008,dERZKIY,7942,aldikk,10598,Galantis,9003,pachanga,9443,SNk,9445,riera,10597,9008,0
2300493,6472,2x0,-1,-1,CyberFocus,8255,electroNic,8918,fix,8612,spaz,1868,spiker,7797,1uke,8724,Dimaoneshot,8125,fenvicious,10590,rommi,10589,vvalter,10591,8255,0
2300495,6191,2x0,-1,-1,koosta,9056,MAiNLiNE,9017,Relyks,8517,Uber,9053,Lucky,8136,JoshRT,9342,cutlazz,10012,BARRAGE,10422,sYnceD,9153,Nifty,9069,9056,0
2300472,6665,2x1,4,-1,device,7592,dupreeh,7398,karrigan,429,cajunb,2469,Xyp9x,4954,crisby,1064,keev,5799,kzy,3517,stfN,8800,tiziaN,5796,,1
2300466,6472,2x1,-1,-1,CyberFocus,8255,electroNic,8918,fix,8612,spaz,1868,spiker,7797,keeN,5202,fitch,10052,fANTASTIKA,10051,5TRYK#R,10053,HObbit,8528,8918,0
2300451,6672,2x0,-1,-1,alex,8371,MusambaN1,330,SOKER,7388,donQ,373,arki,356,barb1,7726,azak,10460,queztone,7749,DEV7L,9358,KAPARZO,7723,330,0
2300462,4548,2x0,-1,-1,gla1ve,7412,HUNDEN,7415,PERCY,5061,smF,7414,Snappi,922,shrew,9812,PONKUS,5044,kreaz,9911, Goffeee,, wpm,,,0
2300461,6678,2x0,-1,-1,shrew,9812,PONKUS,5044,kreaz,9911, Goffeee,, wpm,,dud1,7755,phz,10091,urbanbiffeN,10089,PACIO,10090,MOLSI,9568,,0
2300465,6679,2x1,-1,-1,aldikk,10598,Galantis,9003,pachanga,9443,SNk,9445,riera,10597,jR,8786,mir,8789,keshandr,8788,hutji,8790,COLDYY1,9083,9003,0
2300469,4501,2x0,-1,-1,crisby,1064,keev,5799,kzy,3517,stfN,8800,tiziaN,5796,def,9350,AiyvaN,9349,smike,8526,crush,9348, novel,,5799,0
2300459,4494,2x0,10,-1,chrisJ,2730,nex,7256,NiKo,3741,Spiidi,7499,denis,7511,DESPE,7980,ONLY,7137,TuGuX,7321,XANTARES,7938,ngiN,9857,,1
2300483,6386,2x0,-1,-1,LeX,8504,flowsicK,1328,anger,7438,Xp3,1331,desi,8350,no_one,8750,Brehze,9136,APE,8276,Slemmy,8708,dsr,9705,8504,0
2300480,6191,2x0,-1,-1,koosta,9056,MAiNLiNE,9017,Relyks,8517,Uber,9053,Lucky,8136,jasonR,8794,arya,6453,abE,8502,Professor_Chaos,8912,DAVEY,8508,,0
2300468,5412,2x0,-1,-1,MonttY,9961,HenkkyG,9666,benq1,3143,rdO,9962,fredi,6447,cosmeeeN,8714,raresenko,9711,jaxi,4726,REAL,8713,BTN,1206,,0
2300464,6669,2x1,-1,-1,It's my,8293,balblna,8294,uNdo,7943,FANAT ROCKA,9008,dERZKIY,7942,torNadQ,6055,tixoNsville,1159,moonsh1n3,5469,insom,7404,t0rick,9382,9008,0
2300474,5596,2x0,-1,-1,ALEX,8184,Lambert,8047,LoWkii,9072,mistou,8302,xms,9545,Barcode,9011,FoDa,4282,gabesson,7925,NEY,3154,rmL,2717,8184,0
2300479,4494,2x0,10,-1,chrisJ,2730,nex,7256,NiKo,3741,Spiidi,7499,denis,7511,gla1ve,7412,HUNDEN,7415,PERCY,5061,smF,7414,Snappi,922,7415,1
2300471,5412,2x0,-1,-1,MonttY,9961,HenkkyG,9666,benq1,3143,rdO,9962,fredi,6447,kruzer,9360,sPiKe,848,deNos,850,ofvirkur,7928,peterr,9709,3143,0
2300457,6372,2x0,-1,-1,MINISE,2826,MICHU,7356,mouz,8323,innocent,3669,SZPERO,973,Immi,8981,Puls3,7296,esio,9269,MiGHTYMAX,8983,CRUC1AL,7996,2826,0
2300477,4548,2x1,14,-1,gla1ve,7412,HUNDEN,7415,PERCY,5061,smF,7414,Snappi,922,WorldEdit,7403,B1ad3,472,markeloff,338,bondik,2131,Shara,1866,7415,1
2300478,4494,2x0,10,9,chrisJ,2730,nex,7256,NiKo,3741,Spiidi,7499,denis,7511,k0nfig,9078,MSL,7156,TENZKI,5287,RUBINO,1485,Kjaerbye,8394,3741,3
2300463,6597,2x1,-1,-1,1uke,8724,chopper,7716,fenvicious,10590,rommi,10589,vvalter,10591,Foking,1095,FLMZ,8366,AERO,1083,liTTle,1088,Art,9228,8724,0
2300454,5412,2x0,-1,-1,MonttY,9961,HenkkyG,9666,benq1,3143,rdO,9962,fredi,6447,cosmeeeN,8714,raresenko,9711,jaxi,4726,REAL,8713,BTN,1206,9666,0
2300453,6415,2x1,-1,-1,kruzer,9360,sPiKe,848,deNos,850,ofvirkur,7928,peterr,9709,kARMApangya,3110,fisher,9300,resu,8984,Charley,9691,CINDER,5236,7928,0
2300421,6248,2x0,-1,-1,Machinegun,9247,Menace,9735,ncl,9736,Zilkenberg,8622,Tsogoo,9245,frgd,2047,soifong,8089,roseau,8951,FrostMisty,8952,Sys,8953,,0
2300448,6334,2x1,-1,-1,HEN1,8565,LUCAS1,8566,SHOOWTiME,9220,felps,9219,boltz,8568,LeX,8504,flowsicK,1328,anger,7438,Xp3,1331,desi,8350,9219,0
2300449,6386,2x1,-1,13,LeX,8504,flowsicK,1328,anger,7438,Xp3,1331,desi,8350,ShahZaM,7810,daps,8521,NAF,8520,RUSH,7805,stanislaw,8507,7438,1
2300447,6651,2x0,21,24,Dosia,735,hooch,499,AdreN,334,mou,964,wayLander,7796,CyberFocus,8255,electroNic,8918,fix,8612,spaz,1868,spiker,7797,735,1
2300450,6334,2x0,-1,-1,HEN1,8565,LUCAS1,8566,SHOOWTiME,9220,felps,9219,boltz,8568,jasonR,8794,arya,6453,abE,8502,Professor_Chaos,8912,DAVEY,8508,8565,0
2300446,6651,2x1,21,22,Dosia,735,hooch,499,AdreN,334,mou,964,wayLander,7796,waterfaLLZ,8727,jmqa,8368,facecrack,8726,spaze,8345,ub1que,7405,735,1
2300445,6472,2x1,24,23,CyberFocus,8255,electroNic,8918,fix,8612,spaz,1868,spiker,7797,jR,8786,mir,8789,keshandr,8788,hutji,8790,COLDYY1,9083,8255,1
2300444,4608,2x0,2,6,seized,3347,Edward,483,Zeus,484,flamie,7594,GuardiaN,2757,coldzera,9216,fnx,557,FalleN,2023,fer,8564,TACO,9217,7594,3
2300441,6386,2x0,-1,-1,LeX,8504,flowsicK,1328,anger,7438,Xp3,1331,desi,8350,SEMPHIS,1915,FNS,6451,autimatic,8735,vice,9260,SicK,9258,1331,0
2300443,6334,2x1,-1,-1,HEN1,8565,LUCAS1,8566,SHOOWTiME,9220,felps,9219,boltz,8568,mOE,7809,seang@res,1916,a2z,1925,tck,7348,ryx,9042,8565,0
2300440,4608,2x0,2,14,seized,3347,Edward,483,Zeus,484,flamie,7594,GuardiaN,2757,k0nfig,9078,MSL,7156,TENZKI,5287,RUBINO,1485,Kjaerbye,8394,2757,2
2300436,6472,2x0,24,28,CyberFocus,8255,electroNic,8918,fix,8612,spaz,1868,spiker,7797,It's my,8293,balblna,8294,uNdo,7943,FANAT ROCKA,9008,dERZKIY,7942,8918,1
2300442,6615,2x0,13,-1,ShahZaM,7810,daps,8521,NAF,8520,RUSH,7805,stanislaw,8507,SileNt,8752,just9n,8751,ptr,8707,gob b,136,LEGIJA,3252,136,1
2300439,6290,2x0,6,4,coldzera,9216,fnx,557,FalleN,2023,fer,8564,TACO,9217,device,7592,dupreeh,7398,karrigan,429,cajunb,2469,Xyp9x,4954,9216,3
2300435,6132,2x0,22,26,waterfaLLZ,8727,jmqa,8368,facecrack,8726,spaze,8345,ub1que,7405,1uke,8724,chopper,7716,fenvicious,10590,rommi,10589,vvalter,10591,8345,1
2300438,5422,2x0,14,12,k0nfig,9078,MSL,7156,TENZKI,5287,RUBINO,1485,Kjaerbye,8394,chrisJ,2730,nex,7256,NiKo,3741,Spiidi,7499,denis,7511,1485,2
2300437,6290,2x0,6,8,coldzera,9216,fnx,557,FalleN,2023,fer,8564,TACO,9217,aizy,8095,fox,629,Maikelele,1045,rain,8183,jkaem,8248,9216,3
2300430,5422,2x1,14,5,k0nfig,9078,MSL,7156,TENZKI,5287,RUBINO,1485,Kjaerbye,8394,Snax,2553,NEO,165,TaZ,161,byali,5386,pashaBiceps,317,8394,2
2300432,6651,2x0,21,24,Dosia,735,hooch,499,AdreN,334,mou,964,wayLander,7796,CyberFocus,8255,electroNic,8918,fix,8612,spaz,1868,spiker,7797,8918,1
2300429,6290,2x1,6,19,coldzera,9216,fnx,557,FalleN,2023,fer,8564,TACO,9217,AcilioN,8151,Friis,7,Pimp,7154,Magisk,9032,MODDII,545,557,2
2300426,6405,2x0,-1,-1,flashie,5440,DeadFox,8716,BARBARR,44,maeVe,8150,tabu,7969,Dimaoneshot,8125,DavCost,8124,tonyblack,1950,S0tF1k,9081,arch,8410,8716,0
2300431,6408,2x1,23,22,jR,8786,mir,8789,keshandr,8788,hutji,8790,COLDYY1,9083,waterfaLLZ,8727,jmqa,8368,facecrack,8726,spaze,8345,ub1que,7405,8789,1
2300425,6301,2x0,-1,-1,jasonR,8794,arya,6453,abE,8502,Professor_Chaos,8912,DAVEY,8508,yay,8513,cheK,9265,Oderus,11238,hwinn,9266, Jacob,,6453,0
2300423,6671,2x1,-1,-1,zEptonL,8862,sycrone,9295,mertz,9895,granzales,8421,xanzir,5300,DomiNate,5185,quix,3329,Lekr0,9261,HS,8994,fejtZ,7910,9895,0
2300387,6637,2x0,11,-1,Ex6TenZ,7166,shox,1225,SmithZz,7170,ScreaM,7390,RpK,7169,oskarish,8321,MICHU,7356,mouz,8323,innocent,3669,SZPERO,973,7390,1
2300410,6220,2x0,-1,-1,st^,9251,hiffer,4933,Krewmer,9412,Boaster,8987,es3tag,8611,ZELIN,9001,ScRm,8281,zlynx,8999,BLOODZ,10110,KILLDREAM,5792,4933,0
2300411,4501,2x1,18,-1,crisby,1064,keev,5799,kzy,3517,stfN,8800,tiziaN,5796,spyleadeR,3183,bubble,2799,nkl,5327,v1c7oR,7834,dream3r,8412,,1
2300409,6375,2x1,20,-1,Hyper,7368,GruBy,8570,repo,8320,rallen,5388,Furlan,8327,BERRY,921,holzt,7828,larsen,7965,niko,10264,SandeN,8784,5388,1
2300416,5988,2x0,-1,16,WorldEdit,7403,B1ad3,472,markeloff,338,bondik,2131,Shara,1866,Dimaoneshot,8125,DavCost,8124,tonyblack,1950,S0tF1k,9081,arch,8410,,1
2300407,6248,2x1,-1,-1,Machinegun,9247,Menace,9735,ncl,9736,Zilkenberg,8622,Tsogoo,9245,tb,839,Savage,180,zhokiNg,8601,advent,8600,aumaN,8604,,0
2300406,5258,2x0,-1,-1,frgd,2047,soifong,8089,roseau,8951,FrostMisty,8952,Sys,8953,Realx ,9667,ZKi,8075,F0ray,9668,Ming,8076, mooNxskyb,,,0
2300408,6334,2x0,-1,-1,HEN1,8565,LUCAS1,8566,SHOOWTiME,9220,felps,9219,boltz,8568,OCEAN,6455,els,3887,inVert,8736,Nifty,9069,Twistzz,10394,8568,0
2300396,4548,2x0,-1,-1,gla1ve,7412,HUNDEN,7415,PERCY,5061,smF,7414,Snappi,922,Foking,1095,FLMZ,8366,AERO,1083,liTTle,1088,Art,9228,,0
2300399,5524,2x0,-1,-1,ZELIN,9001,ScRm,8281,zlynx,8999,BLOODZ,10110,KILLDREAM,5792,Kirby,2304,kev1n,7227,COLON,515,maRky,7523,kajsk1ng,7552,,0
2300404,4501,2x0,-1,-1,crisby,1064,keev,5799,kzy,3517,stfN,8800,tiziaN,5796,Polly,3631,Skurk,5042,maak,3964,Mystic,8179,PAINT,7712,5799,0
2300395,4548,2x0,-1,-1,gla1ve,7412,HUNDEN,7415,PERCY,5061,smF,7414,Snappi,922,Dimaoneshot,8125,DavCost,8124,tonyblack,1950,S0tF1k,9081,arch,8410,,0
2300401,5524,2x1,-1,-1,ZELIN,9001,ScRm,8281,zlynx,8999,BLOODZ,10110,KILLDREAM,5792,Kirby,2304,kev1n,7227,COLON,515,maRky,7523,kajsk1ng,7552,515,0
2300403,4501,2x0,-1,-1,crisby,1064,keev,5799,kzy,3517,stfN,8800,tiziaN,5796,kHRYSTAL,38,glace,1883,cadiaN,7964,wenton,2031,LOMME,1889,5799,0
2300393,6248,2x0,-1,-1,Machinegun,9247,Menace,9735,ncl,9736,Zilkenberg,8622,Tsogoo,9245,crazyguy,9387,Rap,10406,Zac,2563,d@rklord,8954,cLb,8092,,0
2300405,4742,2x0,-1,-1,Snappi,922,Magisk,9032,gla1ve,7412,cadiaN,7964,SandeN,8784,alex,8371,MusambaN1,330,SOKER,7388,donQ,373,arki,356,,0
2300392,6503,2x1,-1,-1,tb,839,Savage,180,zhokiNg,8601,advent,8600,aumaN,8604,NoMEz,9531,Nort,9532,huyak,8093, naD,, Buzi,,,0
2300394,6137,2x0,-1,19,AcilioN,8151,Friis,7,Pimp,7154,Magisk,9032,MODDII,545,Polly,3631,Skurk,5042,slap,5393,Mystic,8179,PAINT,7712,7154,1
2300391,6375,2x0,-1,20,Hyper,7368,GruBy,8570,repo,8320,rallen,5388,Furlan,8327,Twista,1964,sAw,7821,ZOREE,8576,xseveN,7248,SAGGERTON,7529,8570,1
2300378,5009,2x1,-1,-1,Kirby,2304,kev1n,7227,COLON,515,maRky,7523,kajsk1ng,7552,torNadQ,6055,tixoNsville,1159,moonsh1n3,5469,insom,7404,t0rick,9382,515,0
2300385,6471,2x1,-1,-1,Dimaoneshot,8125,DavCost,8124,tonyblack,1950,S0tF1k,9081,arch,8410,alex,8371,MusambaN1,330,SOKER,7388,donQ,373,arki,356,,0
2300381,6137,2x1,-1,19,AcilioN,8151,Friis,7,Pimp,7154,Magisk,9032,MODDII,545,crisby,1064,keev,5799,kzy,3517,stfN,8800,tiziaN,5796,7154,1
2300380,5214,2x1,-1,-1,Polly,3631,Skurk,5042,maak,3964,Mystic,8179,PAINT,7712,kHRYSTAL,38,glace,1883,cadiaN,7964,wenton,2031,LOMME,1889,8179,0
2300388,5988,2x0,16,8,WorldEdit,7403,B1ad3,472,markeloff,338,bondik,2131,Shara,1866,Maikelele,1045,fox,629,aizy,8095,jkaem,8248,rain,8183,338,2
2300377,5524,2x1,-1,-1,ZELIN,9001,ScRm,8281,zlynx,8999,BLOODZ,10110,KILLDREAM,5792,mrtn,9611,Pod,2851,z4pper,7521,MARCI,9610,luckeRRR,9905,5792,0
2300390,5422,2x0,14,-1,k0nfig,9078,MSL,7156,TENZKI,5287,RUBINO,1485,Kjaerbye,8394,oskarish,8321,MICHU,7356,mouz,8323,innocent,3669,SZPERO,973,9078,1
2300384,5988,2x0,16,-1,WorldEdit,7403,B1ad3,472,markeloff,338,bondik,2131,Shara,1866,Snappi,922,Pimp,7154,gla1ve,7412,cadiaN,7964,SandeN,8784,,1
2300383,5176,2x0,-1,-1,Realx ,9667,ZKi,8075,Hertz,9807,Ming,8076,hazy,8077,DD,7026,captainMo,5187,Summer,7028,qz,7025,somebody,8605,,0
2300382,5258,2x0,-1,-1,frgd,2047,soifong,8089,roseau,8951,FrostMisty,8952,Sys,8953, Leopard,,Bomman ,,Shyn ,,Kim ,,Vaneyes ,,,0
2300379,6586,2x0,-1,-1,natsu,5160,MLK,10480,tarik,10481,zboub,1327,Rara,1066,Remind,10479,Attiaz,9394,Sheva,9392,torr,9395,Potei,9393,10481,0
2300365,6651,2x0,21,-1,Dosia,735,hooch,499,AdreN,334,mou,964,wayLander,7796,DaY,972,KORN,1023,cENTRYZ,7288,moen,7397,aNdz,7722,735,0
2300364,5395,2x0,-1,-1,kRYSTAL,7218,tahsiN,2148,tabseN,5794,Davidp,8138,mikeS,7673,dud1,7755,phz,10091,urbanbiffeN,10089,PACIO,10090,MOLSI,9568,7218,0
2300370,6586,2x0,-1,-1,natsu,5160,MLK,10480,tarik,10481,zboub,1327,Rara,1066,krumpze,8186, mas,, serakzite,, uRa,, yace,,5160,0
2300369,6590,2x0,-1,-1,Remind,10479,Attiaz,9394,Sheva,9392,torr,9395,Potei,9393,cactus,9372,OsTeR,13011,skiNNy,10488,mason,10489,YOSHy,10490,9393,0
2300349,6191,2x0,21,23,koosta,9056,MAiNLiNE,9017,Relyks,8517,Uber,9053,Lucky,8136,jasonR,8794,arya,6453,abE,8502,Professor_Chaos,8912,DAVEY,8508,9056,1
2300360,6226,2x0,-1,19,spyleadeR,3183,bubble,2799,nkl,5327,v1c7oR,7834,pNshr,1278,Dosia,735,hooch,499,AdreN,334,mou,964,wayLander,7796,735,1
2300359,6213,2x0,-1,-1,Foking,1095,FLMZ,8366,AERO,1083,liTTle,1088,Art,9228,redSNK,7290,REAZN,7540,SPUdZ,7539,Boaster,8987,Peggyyyyy,8979,,0
2300348,6301,2x1,23,14,jasonR,8794,arya,6453,abE,8502,Professor_Chaos,8912,DAVEY,8508,ShahZaM,7810,daps,8521,NAF,8520,RUSH,7805,stanislaw,8507,7810,1
2300351,6586,2x0,-1,-1,natsu,5160,MLK,10480,tarik,10481,zboub,1327,Rara,1066,bar1z,11183,Fyrr,13009,NrJ,13010,Rey_M,13008,300,13007,10481,0
2300354,6248,2x0,-1,-1,Machinegun,9247,Menace,9735,ncl,9736,Zilkenberg,8622,Tsogoo,9245,XigN,9172,Sound,9175,HSK,9174,zeff,4637,Argency,9906,,0
2300357,6226,2x0,19,-1,spyleadeR,3183,bubble,2799,nkl,5327,v1c7oR,7834,pNshr,1278,flashie,5440,DeadFox,8716,BARBARR,44,maeVe,8150,tabu,7969,2799,1
2300356,6213,2x0,-1,-1,Foking,1095,FLMZ,8366,AERO,1083,liTTle,1088,Art,9228,Zitte,8398,xperience,3848,awwe,3872,Luddie,8135, fekkegaudn,,,0
2300358,6651,2x0,-1,-1,Dosia,735,hooch,499,AdreN,334,mou,964,wayLander,7796,Dimaoneshot,8125,DavCost,8124,tonyblack,1950,S0tF1k,9081,arch,8410,735,0
2300347,6191,2x0,21,22,koosta,9056,MAiNLiNE,9017,Relyks,8517,Uber,9053,Lucky,8136,LeX,8504,flowsicK,1328,anger,7438,Xp3,1331,desi,8350,9056,1
2300353,6474,2x1,-1,-1,XigN,9172,Sound,9175,HSK,9174,zeff,4637,Argency,9906,Realx ,9667,F0ray,9668,Ming,8076,hazy,8077, mooNxskyb,,,0
2300344,4991,2x0,1,3,JW,3849,olofmeister,885,dennis,1146,flusha,3055,KRIMZ,7528,seized,3347,Edward,483,Zeus,484,flamie,7594,GuardiaN,2757,1146,5
2300355,4554,2x0,-1,-1,redSNK,7290,REAZN,7540,SPUdZ,7539,Boaster,8987,Peggyyyyy,8979,vetic,3070,windster,4319,vestr,8861, avm,, zirken,,,0
2300346,4863,2x0,-1,-1,DD,7026,captainMo,5187,Summer,7028,qz,7025,somebody,8605,xf,841,ryk,2284,bottle,10168,333ed2k,10169,Artill,10167,,0
2300350,6647,2x0,-1,-1,krumpze,8186,mas,13003,serakzite,13004,uRa,11185,yace,13005,Salah,9370,kai R.,13006,johnqt,9373,oggy,6712,razoR,9371,8186,0
2300345,6502,2x0,-1,-1,xf,841,ryk,2284,bottle,10168,333ed2k,10169,Artill,10167,813,8595,diyy,8596,wjw,10218,sPiNacH,10291,AZA,10269,,0
2300352,6248,2x0,-1,-1,Machinegun,9247,Menace,9735,ncl,9736,Zilkenberg,8622,Tsogoo,9245, dAicON,, DarkMioN,, SaSRaI,, SylFy,, crow,,,0
2300343,6386,2x1,22,26,LeX,8504,flowsicK,1328,anger,7438,Xp3,1331,desi,8350,no_one,8750,Brehze,9136,APE,8276,Slemmy,8708,dsr,9705,7438,1
2300342,6301,2x0,23,25,jasonR,8794,arya,6453,abE,8502,Professor_Chaos,8912,DAVEY,8508,Char,8493,focs,8709,virtus,8756,joshbM,9154,flashstep,10584,8912,1
2300318,4608,2x0,3,2,seized,3347,Edward,483,Zeus,484,flamie,7594,GuardiaN,2757,NBK-,7168,kennyS,7167,Happy,7429,kioShiMa,4959,apEX,7322,2757,5
2300339,6585,2x0,-1,-1,cactus,9372,vespeR,9439,skiNNy,10488,mason,10489,YOSHy,10490,MTLC,13002,Nap,11983,edge,9391,phenomeN,11182,Time,11861,9439,0
2300333,6502,2x0,-1,-1,xf,841,ryk,2284,bottle,10168,333ed2k,10169,Artill,10167,ed101,8606,forget,2292,Karsa,8599,Attacker,8552,KTWO,10217,,0
2300338,6590,2x1,-1,-1,Remind,10479,Attiaz,9394,Sheva,9392,torr,9395,Potei,9393,Blaq,9367,AUDIOVISION,8623,Jada,8625,Narken ,,Kheops ,,9393,0
2300332,4863,2x1,-1,-1,DD,7026,captainMo,5187,Summer,7028,qz,7025,somebody,8605,813,8595,diyy,8596,wjw,10218,DG,8066,AZA,10269,,0
2300317,4991,2x1,1,7,JW,3849,olofmeister,885,dennis,1146,flusha,3055,KRIMZ,7528,coldzera,9216,fnx,557,FalleN,2023,fer,8564,TACO,9217,3055,3
2300336,6010,2x1,-1,-1,Lightstep,8765,BURNRUOk,9636,CHRiSOAOW,8776,zewsy,8764,dexter,9115,Rickeh,8745,James,8746,emagine,8744,USTILO,8771,SnypeR,8084,,0
2300335,4791,2x0,-1,-1,Rickeh,8745,James,8746,emagine,8744,USTILO,8771,SnypeR,8084,topguN,8086,Boomser,9142,deathdoG,8795,ofnu,8767,busta,9095,,0
2300334,6010,2x0,-1,-1,Lightstep,8765,BURNRUOk,9636,CHRiSOAOW,8776,zewsy,8764,dexter,9115,wizard,9105,chuch,9109,sonic,10586,Liazz,10588,InfrequeNt,10587,9105,0
